|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
Display all params|4FGL J1234.5-7055c|12 34 33.2|-70 55 30|    2.0626e-10|          4.6860e-11|                4.2797|LogParabola     |3FGL J1236.6-7050  |                            |           048|
Display all params|4FGL J1903.4-7053 |19 03 26.9|-70 53 19|    9.9655e-10|          5.2809e-11|               30.0382|PLSuperExpCutoff|3FGL J1903.6-7052  |PSR J1903-7051              |           000|
Display all params|4FGL J0102.9-7051 |01 02 57.4|-70 51 47|    1.2115e-10|          2.2540e-11|                5.8222|PowerLaw        |                   |NGC 362                     |           004|
Display all params|4FGL J0046.7-7048 |00 46 43.3|-70 48 49|    8.7159e-11|          2.0947e-11|                4.6701|PowerLaw        |                   |                            |           002|
Display all params|4FGL J0846.6-4747 |08 46 41.1|-47 47 29|    2.1566e-10|          7.4009e-11|                3.5195|PowerLaw        |                   |                            |          4096|
Display all params|4FGL J0319.4-7045 |03 19 26.1|-70 45 11|    1.1629e-10|          2.2092e-11|                8.7935|PowerLaw        |                   |MRSS 054-102986             |           000|
Display all params|4FGL J0840.9-7044 |08 40 57.5|-70 44 55|    9.8762e-11|          2.4208e-11|                3.7538|PowerLaw        |                   |PMN J0840-7041              |          4096|
Display all params|4FGL J0029.0-7044 |00 29 00.2|-70 44 29|    3.9270e-10|          3.0160e-11|               19.1353|PowerLaw        |3FGL J0029.1-7045  |PKS 0026-710                |           000|
Display all params|4FGL J2211.4-7040 |22 11 25.4|-70 40 46|    2.1035e-10|          2.4750e-11|               11.8442|PowerLaw        |3FGL J2212.3-7039  |PMN J2211-7039              |           000|
Display all params|4FGL J0331.8-7040 |03 31 52.6|-70 40 11|    7.9396e-11|          2.0670e-11|                7.9355|PowerLaw        |                   |SUMSS J033202-703952        |           000|
Display all params|4FGL J1557.5-7040 |15 57 33.3|-70 40 07|    7.0599e-10|          4.4265e-11|               23.2080|PowerLaw        |3FGL J1557.4-7040  |PKS 1552-705                |           000|
Display all params|4FGL J1443.7-7037 |14 43 47.0|-70 37 16|    3.6707e-10|          4.0363e-11|               10.6763|PowerLaw        |3FGL J1444.0-7033  |                            |           000|
Display all params|4FGL J0601.1-7035 |06 01 11.0|-70 35 22|    2.0092e-09|          6.1481e-11|               60.7906|LogParabola     |3FGL J0601.2-7036  |PKS 0601-70                 |           000|
Display all params|4FGL J0809.9-7028 |08 09 55.3|-70 28 01|    1.0726e-10|          2.9780e-11|                4.9010|PowerLaw        |                   |SUMSS J081011-703048        |           000|
Display all params|4FGL J1908.2-7026 |19 08 17.3|-70 26 20|    9.3491e-11|          2.6565e-11|                5.0512|PowerLaw        |                   |                            |           256|
Display all params|4FGL J0214.2-7025 |02 14 13.3|-70 25 25|    1.4821e-10|          2.2724e-11|                8.5243|PowerLaw        |                   |PMN J0214-7027              |           016|
Display all params|4FGL J1953.0-7025 |19 53 04.4|-70 25 16|    3.2259e-10|          3.6119e-11|               13.4188|PowerLaw        |                   |PKS 1947-705                |           000|
Display all params|4FGL J1956.6-7011 |19 56 36.3|-70 11 07|    2.0928e-10|          3.7634e-11|                6.4967|LogParabola     |                   |                            |           016|
Display all params|4FGL J1227.8-7004 |12 27 52.3|-70 04 43|    2.0103e-10|          4.3702e-11|                4.5827|LogParabola     |                   |                            |           000|
Display all params|4FGL J1506.9-7003 |15 06 58.8|-70 03 45|    2.0417e-10|          3.8340e-11|                6.0352|LogParabola     |                   |                            |           000|
Display all params|4FGL J1330.2-7003 |13 30 14.8|-70 03 31|    1.6776e-09|          6.9729e-11|               37.4427|LogParabola     |3FGL J1330.1-7002  |PKS 1326-697                |           000|
Display all params|4FGL J2030.8-6959 |20 30 49.1|-69 59 34|    1.8858e-10|          2.6574e-11|                8.4940|PowerLaw        |                   |PKS 2024-701                |           000|
Display all params|4FGL J1145.7-6949 |11 45 45.2|-69 49 53|    3.8448e-10|          4.9790e-11|               12.2618|LogParabola     |                   |PKS 1143-696                |           000|
Display all params|4FGL J0213.8-6949 |02 13 52.9|-69 49 52|    1.1483e-10|          2.3033e-11|                9.5761|PowerLaw        |                   |2MASS J02135882-6951360     |           000|
Display all params|4FGL J0358.0-6946 |03 58 03.9|-69 46 50|    2.9180e-10|          3.4313e-11|               11.4249|LogParabola     |3FGL J0356.3-6948  |PMN J0357-6948              |           000|
Display all params|4FGL J1705.3-6946 |17 05 22.2|-69 46 31|    1.1753e-10|          2.7471e-11|                4.1698|PowerLaw        |                   |PMN J1705-6949              |           000|
Display all params|4FGL J0500.9-6945e|05 01 00.0|-69 45 00|    1.7483e-09|          8.9846e-11|               21.4065|PowerLaw        |                   |LMC-FarWest                 |           004|
Display all params|4FGL J1358.7-6944 |13 58 43.3|-69 44 39|    2.0706e-10|          4.3549e-11|                4.8756|LogParabola     |                   |                            |           001|
Display all params|4FGL J0848.7-6942 |08 48 43.5|-69 42 48|    4.8491e-11|          2.2249e-11|                4.1259|PowerLaw        |                   |1RXS J084830.4-694114       |           000|
Display all params|4FGL J2156.0-6942 |21 56 06.0|-69 42 24|    1.3881e-10|          2.7798e-11|                7.1819|LogParabola     |                   |PKS 2153-69                 |           016|
Display all params|4FGL J0309.9-6941 |03 09 55.8|-69 41 46|    1.1742e-10|          2.4841e-11|                5.0070|LogParabola     |                   |                            |           000|
Display all params|4FGL J0648.4-6941 |06 48 28.1|-69 41 34|    5.5400e-11|          1.8811e-11|                4.4315|PowerLaw        |                   |1RXS J064850.3-694519       |           000|
Display all params|4FGL J0524.8-6938 |05 24 52.2|-69 38 29|    1.4458e-10|          4.1464e-11|                3.9811|PowerLaw        |3FGL J0524.5-6937  |LMC SNR N 132D              |          4096|
Display all params|4FGL J1623.9-6936 |16 23 56.8|-69 36 25|    5.5432e-10|          4.5583e-11|               16.6180|PLSuperExpCutoff|                   |PSR J1623-6936              |           000|
Display all params|4FGL J0843.7-6933 |08 43 47.0|-69 33 14|    9.5298e-11|          2.8079e-11|                5.2951|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0517.9-6930c|05 17 56.4|-69 30 33|    2.0790e-10|          4.0432e-11|                5.2031|LogParabola     |                   |MC4 0518-696A               |           036|
Display all params|4FGL J1917.7-6930 |19 17 46.1|-69 30 22|    3.7363e-10|          3.3629e-11|               14.3745|PowerLaw        |                   |PMN J1916-6928              |           002|
Display all params|4FGL J0405.4-6929 |04 05 28.1|-69 29 19|    2.3668e-10|          2.7730e-11|               10.7677|PowerLaw        |                   |                            |           000|
Display all params|4FGL J2201.0-6928 |22 01 01.7|-69 28 26|    4.5669e-10|          3.9485e-11|               16.3280|LogParabola     |3FGL J2200.0-6930  |                            |           000|
Display all params|4FGL J2313.4-6922 |23 13 24.8|-69 22 55|    5.5962e-11|          1.7075e-11|                6.9296|LogParabola     |3FGL J2312.9-6923  |SUMSS J231347-692332        |           000|
Display all params|4FGL J0540.3-6920 |05 40 21.3|-69 20 18|    2.4199e-09|          1.0626e-10|               28.4605|PLSuperExpCutoff|                   |PSR J0540-6919              |           004|
Display all params|4FGL J1228.0-6918 |12 28 01.0|-69 18 44|    1.5631e-10|          3.6006e-11|                4.5250|PowerLaw        |                   |                            |           010|
Display all params|4FGL J0744.2-6918 |07 44 13.1|-69 18 12|    2.9015e-10|          3.1959e-11|               11.2370|PowerLaw        |                   |PKS 0744-691                |           000|
Display all params|4FGL J1556.4-6911 |15 56 26.2|-69 11 28|    2.0535e-10|          4.4068e-11|                4.7495|LogParabola     |                   |                            |           000|
Display all params|4FGL J2229.2-6911 |22 29 12.9|-69 11 14|    2.0386e-10|          2.4674e-11|               11.1127|PowerLaw        |                   |PKS 2225-694                |           000|
Display all params|4FGL J0935.4-6911 |09 35 25.0|-69 11 04|    1.3242e-10|          2.8939e-11|                5.1359|PowerLaw        |                   |SUMSS J093448-691104        |           001|
Display all params|4FGL J1553.5-6910 |15 53 33.5|-69 10 54|    1.2635e-10|          3.4610e-11|                6.4059|PowerLaw        |                   |1RXS J155334.0-690848       |           016|
Display all params|4FGL J0537.8-6909 |05 37 49.3|-69 09 53|    1.4516e-09|          1.0698e-10|               22.7717|PowerLaw        |0FGL J0538.4-6856  |N 157B                      |           002|
Display all params|4FGL J1208.0-6900 |12 08 04.9|-69 00 12|    7.3229e-10|          5.6302e-11|               16.9978|LogParabola     |3FGL J1208.0-6901  |                            |           000|
Display all params|4FGL J0530.0-6900e|05 30 00.0|-69 00 00|    4.1247e-09|          1.4533e-10|               35.2290|LogParabola     |                   |LMC-30DorWest               |           000|
Display all params|4FGL J1813.7-6846 |18 13 47.5|-68 46 43|    3.8883e-10|          4.2388e-11|               12.3288|LogParabola     |3FGL J1813.6-6845  |                            |           000|
Display all params|4FGL J1240.1-6846 |12 40 11.4|-68 46 24|    5.4407e-10|          5.3006e-11|               12.8650|LogParabola     |                   |PKS 1236-684                |           002|
Display all params|4FGL J0519.9-6845e|05 20 00.0|-68 45 00|    1.3102e-08|          2.9635e-10|               52.8835|LogParabola     |                   |LMC                         |           001|
Display all params|4FGL J0208.3-6838 |02 08 23.6|-68 38 27|    2.8993e-10|          2.6072e-11|               15.7571|PowerLaw        |3FGL J0208.0-6838  |PKS 0206-688                |           000|
Display all params|4FGL J2219.7-6837 |22 19 47.3|-68 37 02|    4.3740e-10|          3.7363e-11|               17.7078|LogParabola     |3FGL J2220.6-6833  |                            |           000|
Display all params|4FGL J2045.9-6835 |20 45 57.1|-68 35 42|    4.8953e-10|          4.2063e-11|               16.2574|LogParabola     |3FGL J2045.6-6838  |PSR J2045-68                |           000|
Display all params|4FGL J1108.8-6833 |11 08 53.8|-68 33 53|    1.7193e-10|          3.2481e-11|                5.3498|PowerLaw        |                   |AT20G J111004-683440        |           000|
Display all params|4FGL J0353.0-6831 |03 53 05.7|-68 31 42|    2.2271e-10|          2.8896e-11|               16.5184|PowerLaw        |3FGL J0353.0-6831  |PKS 0352-686                |           000|
Display all params|4FGL J0715.3-6828 |07 15 18.7|-68 28 58|    1.8697e-10|          2.8048e-11|                7.7305|PowerLaw        |                   |PMN J0715-6829              |           000|
Display all params|4FGL J1343.5-6827 |13 43 31.6|-68 27 31|    3.6963e-10|          5.4255e-11|                7.7779|LogParabola     |                   |                            |           003|
Display all params|4FGL J1136.0-6824 |11 36 05.0|-68 24 41|    4.5635e-10|          4.5983e-11|               11.6291|PowerLaw        |3FGL J1136.6-6826  |PKS 1133-681                |           000|
Display all params|4FGL J1146.0-6822 |11 46 03.7|-68 22 06|    3.0748e-10|          5.2765e-11|                6.2105|LogParabola     |                   |                            |           002|
Display all params|4FGL J0023.7-6820 |00 23 44.3|-68 20 17|    1.6916e-10|          2.4113e-11|               14.5397|LogParabola     |3FGL J0021.6-6835  |PKS 0021-686                |           000|
Display all params|4FGL J1424.8-6808 |14 24 52.1|-68 08 56|    1.6265e-09|          7.4520e-11|               31.6319|LogParabola     |3FGL J1424.6-6807  |PKS 1420-679                |           000|
Display all params|4FGL J0357.7-6808 |03 57 45.7|-68 08 02|    6.6808e-11|          2.0281e-11|                5.3656|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0511.4-6804 |05 11 24.4|-68 04 59|    2.1115e-10|          3.3053e-11|                7.7085|PowerLaw        |                   |PMN J0511-6806              |           004|
Display all params|4FGL J2048.6-6804 |20 48 39.0|-68 04 22|    3.3317e-10|          3.2428e-11|               14.2577|PowerLaw        |3FGL J2049.0-6801  |PKS 2043-682                |           000|
